Question Number,Question Title,Voted On Question?,Vote Index,Vote Title,Voter Name,Voter Email,Vote Time
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,},500,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,S,480,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,W,700,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,ª,360,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes, ,450,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,,1000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,},500,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,Y,2000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,Ì,60,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,W,700,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,F,600,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,Í,712,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,Î,800,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,F,600,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,A,630,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,Î,800,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,Ï,1008,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,Ð,617,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,K,350,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,Ñ,124,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,Ò,167,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,Ó,348,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,Ô,638,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,Y,2000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,Õ,125,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,,150,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,K,350,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,¦,300,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,Ö,155,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,­,5000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,K,350,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,×,10000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,W,700,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,N,3000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,,1000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,N,3000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,V,632,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,,1500,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes, ,450,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,¦,300,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,Ø,623,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,Ù,485,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,Ú,57,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,F,600,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,Û,675,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,F,600,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,º,400,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,º,400,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,,1000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,},500,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,©,200,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,N,3000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,Ü,205,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,Ý,948,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,Þ,65,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,,1000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,©,200,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),Yes,£,612,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
5,How many feet tall is the St. Louis Arch? (10 feet per story),No,-,-,Anonymous,Email Not Captured,-
6,How many rooms are in this hotel?,Yes,A,1200,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,B,2000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,C,2610,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,D,2500,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,E,2300,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,F,2888,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,G,2137,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,H,3000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,B,2000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,I,6076,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,J,2538,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,K,2712,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,L,2268,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,A,1200,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,M,2711,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,N,1400,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,O,2100,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,P,2700,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,P,2700,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,O,2100,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,H,3000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,Q,2750,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,R,3300,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,S,900,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,T,2880,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,U,2147,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,A,1200,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,P,2700,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,V,500,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,H,3000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,P,2700,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,W,1000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,X,2200,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,Y,1500,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,P,2700,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,Z,2701,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,B,2000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,V,500,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,P,2700,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,{,2172,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,D,2500,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,A,1200,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,B,2000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,|,312,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,A,1200,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,},1005,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,P,2700,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,D,2500,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,~,2752,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,Y,1500,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,S,900,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,F,2888,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,1003,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,3125,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,H,3000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,A,1200,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,H,3000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,2778,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,660,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,3020,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,1100,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,D,2500,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,2225,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,2713,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,2710,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,A,1200,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,7500,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,A,1200,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,D,2500,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,250,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,P,2700,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,2793,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,O,2100,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,E,2300,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,3500,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,600,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,600,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,D,2500,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,2600,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,B,2000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,W,1000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,1247,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,B,2000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,B,2000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,5800,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,P,2700,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,2568,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,O,2100,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,400,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,P,2700,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,A,1200,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,1800,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,2154,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,B,2000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,700,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,N,1400,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,K,2712,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,2541,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,A,1200,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,T,2880,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,1300,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,B,2000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,P,2700,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,1280,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,B,2000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,P,2700,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,1205,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,Q,2750,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,W,1000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,Y,1500,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,350,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,D,2500,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,1025,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,D,2500,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,2881,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,600,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,2225,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,2814,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,H,3000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,Y,1500,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,F,2888,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,H,3000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,B,2000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,Y,1500,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,B,2000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,2648,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,5000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,D,2500,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,S,900,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,1650,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes, ,30000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,¡,650,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,¢,10000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,£,2800,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,V,500,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,¤,6000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,¥,1185,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,3500,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,¦,2483,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,A,1200,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,B,2000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,1800,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,Y,1500,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
6,How many rooms are in this hotel?,Yes,,5000,Anonymous,Email Not Captured,"Sep 29, 2018 3:35 PM"
